(0.0521, -0.3985, 0.9149, -0.0385)
(0.0266, -0.4154, 0.9082, -0.0439)
(-0.0106, -0.4036, 0.9119, -0.0738)
(-0.0006, -0.3951, 0.9175, -0.0453)
(0.0680, -0.3630, 0.9292, -0.0112)
(0.0733, -0.3687, 0.9264, -0.0232)
(-0.0034, -0.3997, 0.9140, -0.0695)
(0.0266, -0.4057, 0.9077, -0.1039)
(0.0641, -0.4300, 0.8973, -0.0761)
(0.0834, -0.4142, 0.9017, -0.0919)
(0.0168, -0.4528, 0.8864, -0.0944)
(0.0382, -0.4648, 0.8811, -0.0792)
(-0.0012, -0.4174, 0.9034, -0.0985)
(0.0128, -0.4310, 0.8963, -0.1034)
(0.0057, -0.4308, 0.9023, -0.0168)
(0.0492, -0.4005, 0.9142, -0.0377)
(0.0290, -0.4136, 0.9089, -0.0447)
(0.0018, -0.4410, 0.8972, -0.0249)
(-0.0186, -0.4730, 0.8802, -0.0351)
(-0.0107, -0.4550, 0.8898, -0.0324)
(-0.0171, -0.4104, 0.9095, -0.0630)
(0.0115, -0.3789, 0.9233, -0.0624)
(0.0298, -0.3641, 0.9276, -0.0776)
(-0.0125, -0.3580, 0.9298, -0.0852)
(-0.0223, -0.3746, 0.9200, -0.1126)
(-0.0055, -0.4221, 0.8934, -0.1536)
(-0.0054, -0.4835, 0.8662, -0.1261)
(0.0584, -0.4714, 0.8772, -0.0698)
(-0.0116, -0.4569, 0.8890, -0.0295)
(-0.1424, -0.3856, 0.9116, -0.0085)
(-0.1744, -0.2846, 0.9417, -0.0426)
(-0.1010, -0.1629, 0.9767, -0.0968)
(-0.0941, -0.2440, 0.9582, -0.1165)
(-0.0699, -0.3452, 0.9284, -0.1184)
(-0.1098, -0.3964, 0.9060, -0.1003)
(-0.1394, -0.4222, 0.8930, -0.0698)
(-0.1822, -0.3877, 0.9019, -0.0557)
(-0.1449, -0.5055, 0.8470, -0.0786)
(-0.1832, -0.4656, 0.8603, -0.0979)
(-0.1168, -0.4453, 0.8869, -0.0378)
(-0.1283, -0.4125, 0.8935, -0.1228)
(-0.0976, -0.3955, 0.9055, -0.1191)
(-0.0463, -0.3858, 0.9149, -0.1093)
(-0.0622, -0.4829, 0.8700, -0.0771)
(-0.1037, -0.3684, 0.9221, -0.0575)
(-0.0129, -0.3783, 0.9187, 0.1124)
(-0.1106, -0.3687, 0.9187, 0.0883)
(-0.0666, -0.3203, 0.9447, -0.0235)
(-0.0066, -0.3088, 0.9493, -0.0585)
(0.0093, -0.2943, 0.9514, -0.0902)
(0.0273, -0.3258, 0.9435, -0.0542)
(0.0122, -0.3255, 0.9454, -0.0054)
(-0.0320, -0.2999, 0.9534, -0.0066)
(-0.0987, -0.3747, 0.9213, 0.0311)
(-0.0965, -0.3869, 0.9166, 0.0282)
(-0.1048, -0.3842, 0.9173, 0.0008)
(-0.0663, -0.3647, 0.9284, -0.0274)
(-0.0325, -0.3594, 0.9313, -0.0498)
(-0.0429, -0.3702, 0.9251, -0.0728)
(0.0457, -0.3558, 0.9331, -0.0258)
(0.0379, -0.3538, 0.9346, 0.0028)
(-0.0312, -0.3674, 0.9293, -0.0219)
(-0.0553, -0.4152, 0.9080, -0.0023)
(-0.1270, -0.3647, 0.9223, -0.0133)
(-0.1301, -0.3908, 0.9109, -0.0248)
(-0.1132, -0.4096, 0.9038, -0.0510)
(-0.0985, -0.3722, 0.9180, -0.0955)
(-0.0413, -0.3465, 0.9361, -0.0433)
(-0.0332, -0.3274, 0.9441, -0.0207)
(0.0014, -0.3365, 0.9417, -0.0038)
(0.0607, -0.3213, 0.9449, 0.0178)
(0.0387, -0.3811, 0.9225, 0.0466)
(0.0195, -0.3656, 0.9283, 0.0646)
(0.0092, -0.3443, 0.9381, 0.0367)
(-0.1354, -0.4186, 0.8975, 0.0316)
(-0.1006, -0.4313, 0.8965, -0.0127)
(-0.0604, -0.4213, 0.9037, -0.0473)
(0.0444, -0.4108, 0.9106, -0.0109)
(0.0221, -0.4204, 0.9068, -0.0227)
(-0.0696, -0.3956, 0.9153, -0.0302)
(-0.0906, -0.4142, 0.9048, -0.0397)
(-0.0070, -0.4126, 0.9105, 0.0269)
(-0.0700, -0.4023, 0.9048, -0.1206)
(-0.0250, -0.3610, 0.9306, -0.0551)
(0.0021, -0.3612, 0.9317, -0.0371)
(-0.0455, -0.3613, 0.9311, -0.0196)
(-0.0506, -0.3860, 0.9209, -0.0180)
(-0.1266, -0.3986, 0.9059, -0.0663)
(-0.0882, -0.3897, 0.9132, -0.0806)
(0.0225, -0.3988, 0.9135, -0.0769)
(-0.0485, -0.4051, 0.9030, -0.1346)
(-0.0516, -0.4534, 0.8861, -0.0812)
(-0.1459, -0.3554, 0.9173, -0.1049)
(-0.1105, -0.4576, 0.8802, -0.0597)
(-0.0080, -0.4573, 0.8886, -0.0336)
(0.0356, -0.4699, 0.8819, -0.0141)
(-0.0774, -0.4744, 0.8747, -0.0624)
(-0.0821, -0.4693, 0.8742, -0.0941)
(-0.1305, -0.4598, 0.8692, -0.1266)
(-0.0864, -0.4604, 0.8723, -0.1404)
(-0.0290, -0.4515, 0.8810, -0.1384)
(0.0202, -0.4327, 0.8922, -0.1280)
(0.0954, -0.3849, 0.9118, -0.1063)
(0.0344, -0.4924, 0.8664, -0.0749)
(0.0577, -0.5093, 0.8572, -0.0496)
(-0.0078, -0.5075, 0.8590, -0.0668)
(-0.0494, -0.5304, 0.8448, -0.0505)
(-0.0908, -0.5414, 0.8354, -0.0288)
(-0.0623, -0.5365, 0.8392, -0.0636)
(0.0000, -0.5205, 0.8508, -0.0723)
(0.0698, -0.5204, 0.8414, -0.1280)
(0.2425, -0.4721, 0.8293, -0.1747)
(0.1953, -0.4463, 0.8338, -0.2597)
(0.1700, -0.4327, 0.8302, -0.3077)
(-0.0093, -0.1660, 0.9075, -0.3858)
(-0.0720, -0.1937, 0.8961, -0.3927)
(-0.1091, -0.2660, 0.8707, -0.3990)
(-0.1664, -0.2790, 0.8586, -0.3967)
(-0.1282, -0.2279, 0.8621, -0.4340)
(-0.0736, -0.2240, 0.8568, -0.4586)
(-0.0865, -0.2239, 0.8403, -0.4861)
(-0.0675, -0.2379, 0.8358, -0.4902)
(-0.0683, -0.2166, 0.8418, -0.4896)
(-0.0402, -0.2476, 0.8433, -0.4754)
(-0.0678, -0.2440, 0.8378, -0.4836)
